,,,,LUNI,,,,,,,MARTI,,,,,,,MIERCURI,,,,,,,JOI,,,,,,,VINERI,,,,,,,SÂMBATA,,,,,,,
Anul,Spec.,Grupa,Sgr.,8-00-9-50,10-00-11-50,12-00-13-50,14-00-15-50,16-00-17-50,18-00-19-50,20-00-21-50,8-00-9-50,10-00-11-50,12-00-13-50,14-00-15-50,16-00-17-50,18-00-19-50,20-00-21-50,8-00-9-50,10-00-11-50,12-00-13-50,14-00-15-50,16-00-17-50,18-00-19-50,20-00-21-50,8-00-9-50,10-00-11-50,12-00-13-50,14-00-15-50,16-00-17-50,18-00-19-50,20-00-21-50,8-00-9-50,10-00-11-50,12-00-13-50,14-00-15-50,16-00-17-50,18-00-19-50,20-00-21-50,8-00-9-50,10-00-11-50,12-00-13-50,14-00-15-50,16-00-17-50,18-00-19-50,20-00-21-50,
,,,,,,,,,,,,,,LFC-L-PIII4- Baicoianu_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,B,,,,,,,,,,,LFC-S-PIII4- Baicoianu_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,LFC-L-PIII4- Baicoianu_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,LUNI,,,,,,,MARTI,,,,,,,MIERCURI,,,,,,,JOI,,,,,,,VINERI,,,,,,,SÂMBATA,,,,,,,
Anul,Spec.,Grupa,Sgr.,8-00-9-50,10-00-11-50,12-00-13-50,14-00-15-50,16-00-17-50,18-00-19-50,20-00-21-50,8-00-9-50,10-00-11-50,12-00-13-50,14-00-15-50,16-00-17-50,18-00-19-50,20-00-21-50,8-00-9-50,10-00-11-50,12-00-13-50,14-00-15-50,16-00-17-50,18-00-19-50,20-00-21-50,8-00-9-50,10-00-11-50,12-00-13-50,14-00-15-50,16-00-17-50,18-00-19-50,20-00-21-50,8-00-9-50,10-00-11-50,12-00-13-50,14-00-15-50,16-00-17-50,18-00-19-50,20-00-21-50,8-00-9-50,10-00-11-50,12-00-13-50,14-00-15-50,16-00-17-50,18-00-19-50,20-00-21-50,
3.0,MI,10LF111,A,IAC-C-PI2- Vasilescu_A,,PS-S-PI1- Nepotu_G_L,,,,,,,SM-C-PP6- Minculete_N,SM-L-PP6- Minculete_N,,,,TO-C-PI1- Popescu_O,TO-S-PI1- Popescu_O,AA-C-PP6- Savin_D,AA-S-PP6- Savin_D,,,,,AF-C-PI1- Miculescu_R,PS-C-PI1- Paltanea_E,AF-S-PP5- Anghelina_B,,,,,,,,,,,,,,,,,,
,,,,,IAC-S-PIII4- Vasilescu_A,PS-L-PII3- Nepotu_G_L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,B,IAC-C-PI2- Vasilescu_A,,PS-S-PI1- Nepotu_G_L,,,,,,,,SM-L-PP6- Minculete_N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,IAC-S-PIII4- Vasilescu_A,PS-L-PII3- Nepotu_G_L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,I,10LF211,A,IAC-C-PI2- Vasilescu_A,,,,,,,IS-C-PII2- Iolu_M_S,PID-L-PP5- Plajer_I_C,PLF-L-PII4- Nutu_M,IS-L-PII3- Boca_L_L,,,,,,,,,,,PLF-C-PII2- Manea_A_L,IOC-C-PII2- Vasilescu_A,DAW-C-PII2- Sangeorzan_L,PID-C-PII2- Plajer_I_C,,,,IOC-L-PIII4- Vasilescu_A,DAW-L-PII7- Tohanean_D,,,,,,,,,,,,,
,,,,IAC-S-PIII4- Vasilescu_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,B,IAC-C-PI2- Vasilescu_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,IAC-S-PIII4- Vasilescu_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10LF212,A,IAC-C-PI2- Vasilescu_A,IS-L-PII4- Boca_L_L,PLF-L-PII4- Nutu_M,,,,,IS-C-PII2- Iolu_M_S,,PID-L-PP5- Plajer_I_C,,,,,,,,,,,,PLF-C-PII2- Manea_A_L,IOC-C-PII2- Vasilescu_A,DAW-C-PII2- Sangeorzan_L,PID-C-PII2- Plajer_I_C,,,,,IOC-L-PIII4- Vasilescu_A,DAW-L-PII7- Tohanean_D,,,,,,,,,,,,
,,,,IAC-S-PIII4- Vasilescu_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,B,IAC-C-PI2- Vasilescu_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,IAC-S-PIII4- Vasilescu_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10LF213,A,IAC-C-PI2- Vasilescu_A,PLF-L-PII5- Nutu_M,IS-L-PII5- Boca_L_L,PID-L-PP5- Plajer_I_C,,,,IS-C-PII2- Iolu_M_S,,,,,,,,,,,,,,PLF-C-PII2- Manea_A_L,IOC-C-PII2- Vasilescu_A,DAW-C-PII2- Sangeorzan_L,PID-C-PII2- Plajer_I_C,,,,,,IOC-L-PIII4- Vasilescu_A,DAW-L-PII7- Tohanean_D,,,,,,,,,,,
,,,,IAC-S-PIII4- Vasilescu_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,B,IAC-C-PI2- Vasilescu_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,IAC-S-PIII4- Vasilescu_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,IA,10LF311,A,IAC-C-PI2- Vasilescu_A,,PI-L-PP5- Plajer_I_C,TW-L-PII5- Ritan_L,TW-C-PII2- Dumitrescu_S_R,,,DL-C-PI2- Musat_B,,,,,,,VVSS-L-PII4- Boca_L_L,DL-L-PIII4- Nutu_M,DAM-L-PII3- Duca_D_M,DAM-C-PII2- Bocu_R,,,,,,,,PI-C-PII2- Plajer_I_C,VVSS-C-PII2- Carstea_C_G,,,,,,,,,,,,,,,,
,,,,IAC-S-PIII4- Vasilescu_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,B,IAC-C-PI2- Vasilescu_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,IAC-S-PIII4- Vasilescu_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10LF312,A,IAC-C-PI2- Vasilescu_A,,,,TW-C-PII2- Dumitrescu_S_R,,,DL-C-PI2- Musat_B,,,,VVSS-L-PII5- Boca_L_L,TW-L-PII5- Ritan_L,,DL-L-PIII4- Nutu_M,DAM-L-PII3- Duca_D_M,PI-L-PII4- Popa_I,DAM-C-PII2- Bocu_R,,,,,,,,PI-C-PII2- Plajer_I_C,VVSS-C-PII2- Carstea_C_G,,,,,,,,,,,,,,,,
,,,,IAC-S-PIII4- Vasilescu_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,B,IAC-C-PI2- Vasilescu_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,IAC-S-PIII4- Vasilescu_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10LF313,A,IAC-C-PI2- Vasilescu_A,,,,TW-C-PII2- Dumitrescu_S_R,,,DL-C-PI2- Musat_B,,,,TW-L-PII4- Ritan_L,VVSS-L-PII4- Boca_L_L,,,PI-L-PII4- Popa_I,DL-L-PIII4- Nutu_M,DAM-C-PII2- Bocu_R,DAM-L-PII6- Duca_D_M,,,,,,,PI-C-PII2- Plajer_I_C,VVSS-C-PII2- Carstea_C_G,,,,,,,,,,,,,,,,
,,,,IAC-S-PIII4- Vasilescu_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,B,IAC-C-PI2- Vasilescu_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,IAC-S-PIII4- Vasilescu_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,IAG,10LF411,A,IAC-C-PI2- Vasilescu_A,TW-L-PII7- Tohanean_D,BDD-L-PII7- Aldea_C_L,SAP-L-PII6- Tohanean_D,,,,,,,DI-C-TI6- Nicolae_I,DI-L-TI6- Nicolae_I,,,,,,,SAP-C-PII7- Tohanean_S,SSI-C-PI1- Aldea_C_L,,,TW-C-PII7- Sangeorzan_L,,,SSI-L-PII5- Aldea_C_L,BDD-C-PII1- Aldea_C_L,,,,,,,,,,,,,,,,
,,,,IAC-S-PIII4- Vasilescu_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,B,IAC-C-PI2- Vasilescu_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,IAC-S-PIII4- Vasilescu_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,LUNI,,,,,,,MARTI,,,,,,,MIERCURI,,,,,,,JOI,,,,,,,VINERI,,,,,,,SÂMBATA,,,,,,,
Anul,Spec.,Grupa,Sgr.,8-00-9-50,10-00-11-50,12-00-13-50,14-00-15-50,16-00-17-50,18-00-19-50,20-00-21-50,8-00-9-50,10-00-11-50,12-00-13-50,14-00-15-50,16-00-17-50,18-00-19-50,20-00-21-50,8-00-9-50,10-00-11-50,12-00-13-50,14-00-15-50,16-00-17-50,18-00-19-50,20-00-21-50,8-00-9-50,10-00-11-50,12-00-13-50,14-00-15-50,16-00-17-50,18-00-19-50,20-00-21-50,8-00-9-50,10-00-11-50,12-00-13-50,14-00-15-50,16-00-17-50,18-00-19-50,20-00-21-50,8-00-9-50,10-00-11-50,12-00-13-50,14-00-15-50,16-00-17-50,18-00-19-50,20-00-21-50,
1.0,SMFA,10MF131,A,,,,GR-C-PP6- Aldea_C_N,GR-S-PP6- Aldea_C_N,TR-C-PP6- Voicu_N,,,,,TGFA-C-PI2- Raducanu_D,TGFA-S-PI2- Raducanu_D,,,,,,,TF-C-PP6- Miculescu_R,TF-S-PP6- Miculescu_R,,,,,,TPF-C-PI1- Popescu_O,TPF-C-PI1- Popescu_O,,,,,,,,,,,,,,,,
,,,,,,,,TR-S-PP6- Voicu_N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,B,,,,,GR-S-PP6- Aldea_C_N,,,,,,,,,,,,,,,TF-S-PP6- Miculescu_R,,,,,,,TPF-C-PI1- Popescu_O,,,,,,,,,,,,,,,,
,,,,,,,,TR-S-PP6- Voicu_N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,TIN,10MF231,A,,,,,BTI-C-PIII4- Demeter_R,BTI-L-PIII4- Vasilescu_A,,,,,,,TIM-C-PII2- Sangeorzan_L,,,,,,MP-C-PII2- Carstea_C_G,,,,,,,,,,,,,DAW1-C-PII2- Galmeanu_H,TIM-L-PII7- Tohanean_D,DAW1-L-PII6- Galmeanu_H,,,,,,,,,
,,,,,,,,BTI-C-PIII4- Vasilescu_A,BTI-L-PII6- Demeter_R,,,,,,,,,,,,,,MP-L-PII5- Carstea_C_G,,,,,,,,,,,,,,,,,,,,,,,
,,,B,,,,,BTI-C-PIII4- Demeter_R,BTI-L-PIII4- Vasilescu_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,BTI-C-PIII4- Vasilescu_A,BTI-L-PII6- Demeter_R,,,,,,,,,,,,,,MP-L-PII5- Carstea_C_G,,,,,,,,,,,,,,,,,,,,,,,
,,10MF232,A,,,,,BTI-C-PIII4- Demeter_R,BTI-L-PII6- Demeter_R,,,,,,,TIM-C-PII2- Sangeorzan_L,,,,,,MP-C-PII2- Carstea_C_G,MP-L-PII5- Carstea_C_G,,,,,,,,,,,,DAW1-C-PII2- Galmeanu_H,DAW1-L-PII6- Galmeanu_H,TIM-L-PII7- Tohanean_D,,,,,,,,,
,,,,,,,,BTI-C-PIII4- Vasilescu_A,BTI-L-PIII4- Vasilescu_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,B,,,,,BTI-C-PIII4- Demeter_R,BTI-L-PII6- Demeter_R,,,,,,,,,,,,,,MP-L-PII5- Carstea_C_G,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,BTI-C-PIII4- Vasilescu_A,BTI-L-PIII4- Vasilescu_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,TMIS,10MF331,A,,,,,ASSE-C-PII1- Sasu_L_M,ASSE-L-PII4- Sasu_L_M,,,,,,TPD-L-PII3- Chirobocia_I,TPD-C-PIII2- Dumitrescu_S_R,,,,,,PDM-C-PII3- Bocu_R,PDM-L-PII3- Bocu_R,,,,,,IDS-C-PIII2- Sasu_L_M,IDS-L-PII5- Sasu_L_M,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,MITB,10MF431,A,,,,,ABAP-S-PII6- Tohanean_D,TWPI-C-PII7- Sangeorzan_L,,,,,,ABAP-C-PII7- Tohanean_S,MBDI-C-PII7- Aldea_C_L,,,,,,AS-C-PP1- Streitferdt_C,AS-L-PP1- Streitferdt_C,,,,,,SHSI-S-PII7- Cotfas_P,SHSI-C-PII7- Cotfas_P,,,,,,,,,,,,,,,,
,,,,,,,,TWPI-L-PII7- Sangeorzan_L,,,,,,,,,MBDI-L-PII7- Aldea_C_L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,B,,,,,ABAP-S-PII6- Tohanean_D,,,,,,,,,,,,,,,AS-L-PP1- Streitferdt_C,,,,,,,SHSI-C-PII7- Cotfas_P,,,,,,,,,,,,,,,,
,,,,,,,,TWPI-L-PII7- Sangeorzan_L,,,,,,,,,MBDI-L-PII7- Aldea_C_L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,LUNI,,,,,,,MARTI,,,,,,,MIERCURI,,,,,,,JOI,,,,,,,VINERI,,,,,,,SÂMBATA,,,,,,,
Anul,Spec.,Grupa,Sgr.,8-00-9-50,10-00-11-50,12-00-13-50,14-00-15-50,16-00-17-50,18-00-19-50,20-00-21-50,8-00-9-50,10-00-11-50,12-00-13-50,14-00-15-50,16-00-17-50,18-00-19-50,20-00-21-50,8-00-9-50,10-00-11-50,12-00-13-50,14-00-15-50,16-00-17-50,18-00-19-50,20-00-21-50,8-00-9-50,10-00-11-50,12-00-13-50,14-00-15-50,16-00-17-50,18-00-19-50,20-00-21-50,8-00-9-50,10-00-11-50,12-00-13-50,14-00-15-50,16-00-17-50,18-00-19-50,20-00-21-50,8-00-9-50,10-00-11-50,12-00-13-50,14-00-15-50,16-00-17-50,18-00-19-50,20-00-21-50,
2.0,SMFA,10MF121,A,,,,,CI-C-PI1- Minculete_N,CI-S-PI1- Minculete_N,,,,,,TA-C-PP6- Paltanea_R,TA-S-PP6- Paltanea_R,,,,,,,SS-S-PII2- Voicu_N,,,,,SS-S-PP1- Marin_M,FS-C-PII1- Paltanea_E,FS-S-PP5- Paltanea_E,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,SS-S-PII2- Miculescu_R,,,,,SS-S-PP1- Paltanea_R,,FS-L-PP5- Paltanea_E,,,,,,,,,,,,,,,,
,,,B,,,,,,,,,,,,,,,,,,,,SS-S-PII2- Voicu_N,,,,,SS-S-PP1- Marin_M,,FS-S-PP5- Paltanea_E,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,SS-S-PII2- Miculescu_R,,,,,SS-S-PP1- Paltanea_R,,FS-L-PP5- Paltanea_E,,,,,,,,,,,,,,,,
2.0,TIN,10MF221,A,,,,,DAW2-C-ICDT_SW3- Kristaly_D_M,DAW2-L-ICDT_SW3- Kristaly_D_M,,,,,,,IDW-L-PI1- Enache-David_N,,,,,,CPD-L-ICDT_L5.1- Vizitiu_C,,,,,,,GRW-C-ICDT_L5.1- Moraru_S_A,GRW-L-ICDT_L5.1- Moraru_S_A,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,IDW-L-PP5- Enache-David_N,,,,,,CPD-C-ICDT_L5.1- Vizitiu_C,,,,,,,,,,,,,,,,,,,,,,,,,
,,,B,,,,,DAW2-C-ICDT_SW3- Kristaly_D_M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,IDW-L-PP5- Enache-David_N,,,,,,CPD-C-ICDT_L5.1- Vizitiu_C,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,TMIS,10MF321,A,,,,,EAGC-L-ICDT_L5.1- Deaconu_A_M,EAGC-C-ICDT_L5.1- Deaconu_A_M,,,,,,PFN-C-PIII4- Vasilescu_A,PFN-L-PIII4- Vasilescu_A,,,,,,CC-C-PIII4- Galmeanu_H,CC-L-PIII4- Galmeanu_H,,,,,,ARC-C-PP1- Bocu_R,ARC-L-PII6- Bocu_R,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,B,,,,,EAGC-L-ICDT_L5.1- Deaconu_A_M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,MITB,10MF421,A,,,,TRLD-C-PII7- Sangeorzan_L,EIA-C-PII7- Sangeorzan_L,AR-C-PII1- Aldea_C_L,,,,,,,,,,,,,,MAJ-C-PII7- Tohanean_S,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,TRLD-S-PII7- Sangeorzan_L,AR-S-PII6- Aldea_C_L,,,,,,,,,,,,,,,MAJ-S-PII7- Tohanean_S,,,,,,,,,,,,,,,,,,,,,,,
,,,B,,,,TRLD-C-PII7- Sangeorzan_L,EIA-C-PII7- Sangeorzan_L,,,,,,,,,,,,,,,MAJ-C-PII7- Tohanean_S,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,TRLD-S-PII7- Sangeorzan_L,AR-S-PII6- Aldea_C_L,,,,,,,,,,,,,,,MAJ-S-PII7- Tohanean_S,,,,,,,,,,,,,,,,,,,,,,,
